index,filename,source,lens,chi,x,y,einsteinR,sigma,sigma2,theta,nterms
"2672",image-2672.png,s,p,51,25,-42,33,37,0,0,16
"2673",image-2673.png,s,p,52,-101,-33,26,34,0,0,16
"2674",image-2674.png,s,p,39,-51,38,9,34,0,0,16
"2675",image-2675.png,s,p,32,6,67,36,9,0,0,16
"2676",image-2676.png,s,p,32,109,28,26,64,0,0,16
"2677",image-2677.png,s,p,62,85,68,39,23,0,0,16
"2678",image-2678.png,s,p,44,63,17,16,60,0,0,16
"2679",image-2679.png,s,p,52,-40,-29,39,54,0,0,16
"2680",image-2680.png,s,p,45,-120,-41,25,61,0,0,16
"2681",image-2681.png,s,p,46,16,-115,38,27,0,0,16
"2682",image-2682.png,s,p,68,62,74,18,9,0,0,16
"2683",image-2683.png,s,p,66,23,94,17,32,0,0,16
"2684",image-2684.png,s,p,47,104,111,48,48,0,0,16
"2685",image-2685.png,s,p,65,47,-5,12,31,0,0,16
"2686",image-2686.png,s,p,56,100,84,17,3,0,0,16
"2687",image-2687.png,s,p,59,121,-109,44,32,0,0,16
"2688",image-2688.png,s,p,33,86,112,7,8,0,0,16
"2689",image-2689.png,s,p,40,2,-7,39,54,0,0,16
"2690",image-2690.png,s,p,41,-68,88,43,38,0,0,16
"2691",image-2691.png,s,p,30,31,-87,42,54,0,0,16
"2692",image-2692.png,s,p,64,-5,41,38,47,0,0,16
"2693",image-2693.png,s,p,54,-85,99,9,57,0,0,16
"2694",image-2694.png,s,p,44,70,-25,7,1,0,0,16
"2695",image-2695.png,s,p,59,-82,124,48,48,0,0,16
"2696",image-2696.png,s,p,46,-123,-77,13,45,0,0,16
"2697",image-2697.png,s,p,49,24,-65,4,21,0,0,16
"2698",image-2698.png,s,p,37,-81,-75,19,17,0,0,16
"2699",image-2699.png,s,p,49,-64,-86,35,46,0,0,16
"2700",image-2700.png,s,p,67,-101,34,12,62,0,0,16
"2701",image-2701.png,s,p,36,-29,19,7,23,0,0,16
"2702",image-2702.png,s,p,33,-121,81,5,46,0,0,16
"2703",image-2703.png,s,p,45,-113,85,40,40,0,0,16
"2704",image-2704.png,s,p,48,-125,117,39,12,0,0,16
"2705",image-2705.png,s,p,49,74,-72,23,10,0,0,16
"2706",image-2706.png,s,p,58,83,-123,34,45,0,0,16
"2707",image-2707.png,s,p,52,-26,3,7,59,0,0,16
"2708",image-2708.png,s,p,40,21,97,37,39,0,0,16
"2709",image-2709.png,s,p,38,-28,29,47,18,0,0,16
"2710",image-2710.png,s,p,60,-34,-61,7,1,0,0,16
"2711",image-2711.png,s,p,35,-30,-47,43,26,0,0,16
"2712",image-2712.png,s,p,36,-57,-15,34,9,0,0,16
"2713",image-2713.png,s,p,35,110,-88,13,53,0,0,16
"2714",image-2714.png,s,p,30,-22,12,50,21,0,0,16
"2715",image-2715.png,s,p,34,-30,-71,18,70,0,0,16
"2716",image-2716.png,s,p,38,-19,10,19,43,0,0,16
"2717",image-2717.png,s,p,53,19,-1,17,40,0,0,16
"2718",image-2718.png,s,p,31,-116,-43,18,38,0,0,16
"2719",image-2719.png,s,p,36,18,72,15,60,0,0,16
"2720",image-2720.png,s,p,58,-104,-113,40,36,0,0,16
"2721",image-2721.png,s,p,32,-61,66,28,5,0,0,16
"2722",image-2722.png,s,p,53,113,106,39,2,0,0,16
"2723",image-2723.png,s,p,47,-36,0,46,4,0,0,16
"2724",image-2724.png,s,p,40,-67,66,46,15,0,0,16
"2725",image-2725.png,s,p,61,-12,104,27,53,0,0,16
"2726",image-2726.png,s,p,64,1,111,39,41,0,0,16
"2727",image-2727.png,s,p,67,63,-38,41,53,0,0,16
"2728",image-2728.png,s,p,69,-43,77,38,52,0,0,16
"2729",image-2729.png,s,p,62,-18,-31,23,65,0,0,16
"2730",image-2730.png,s,p,35,-10,-58,38,37,0,0,16
"2731",image-2731.png,s,p,55,59,47,29,59,0,0,16
"2732",image-2732.png,s,p,70,125,-97,7,24,0,0,16
"2733",image-2733.png,s,p,39,74,-3,45,4,0,0,16
"2734",image-2734.png,s,p,59,-110,-52,8,4,0,0,16
"2735",image-2735.png,s,p,30,59,88,32,48,0,0,16
"2736",image-2736.png,s,p,70,-23,74,37,67,0,0,16
"2737",image-2737.png,s,p,40,-72,52,23,14,0,0,16
"2738",image-2738.png,s,p,35,-32,24,33,59,0,0,16
"2739",image-2739.png,s,p,59,-101,0,48,67,0,0,16
"2740",image-2740.png,s,p,48,-7,111,4,18,0,0,16
"2741",image-2741.png,s,p,67,28,1,41,13,0,0,16
"2742",image-2742.png,s,p,32,-51,26,48,54,0,0,16
"2743",image-2743.png,s,p,31,-68,-30,48,43,0,0,16
"2744",image-2744.png,s,p,40,-103,50,26,31,0,0,16
"2745",image-2745.png,s,p,32,-90,-59,4,4,0,0,16
"2746",image-2746.png,s,p,58,106,52,38,26,0,0,16
"2747",image-2747.png,s,p,36,71,-33,31,1,0,0,16
"2748",image-2748.png,s,p,52,-81,58,3,51,0,0,16
"2749",image-2749.png,s,p,48,-28,-44,4,36,0,0,16
"2750",image-2750.png,s,p,38,37,96,9,62,0,0,16
"2751",image-2751.png,s,p,67,37,37,11,56,0,0,16
"2752",image-2752.png,s,p,67,33,-107,43,36,0,0,16
"2753",image-2753.png,s,p,55,38,22,4,64,0,0,16
"2754",image-2754.png,s,p,41,35,101,37,68,0,0,16
"2755",image-2755.png,s,p,35,-77,23,24,33,0,0,16
"2756",image-2756.png,s,p,50,-30,-19,18,27,0,0,16
"2757",image-2757.png,s,p,58,-41,-91,46,36,0,0,16
"2758",image-2758.png,s,p,61,-84,-31,9,52,0,0,16
"2759",image-2759.png,s,p,47,-53,-94,44,22,0,0,16
"2760",image-2760.png,s,p,66,-42,-54,31,68,0,0,16
"2761",image-2761.png,s,p,36,-61,-42,35,41,0,0,16
"2762",image-2762.png,s,p,56,-123,74,50,43,0,0,16
"2763",image-2763.png,s,p,45,8,-91,31,62,0,0,16
"2764",image-2764.png,s,p,67,-9,33,26,45,0,0,16
"2765",image-2765.png,s,p,43,61,-104,8,64,0,0,16
"2766",image-2766.png,s,p,55,-45,80,49,25,0,0,16
"2767",image-2767.png,s,p,30,-44,117,44,67,0,0,16
"2768",image-2768.png,s,p,38,-61,3,31,41,0,0,16
"2769",image-2769.png,s,p,42,118,-41,7,30,0,0,16
"2770",image-2770.png,s,p,48,105,19,49,21,0,0,16
"2771",image-2771.png,s,p,48,-33,84,41,51,0,0,16
"2772",image-2772.png,s,p,62,97,-60,19,40,0,0,16
"2773",image-2773.png,s,p,50,41,71,29,61,0,0,16
"2774",image-2774.png,s,p,51,-46,-10,14,55,0,0,16
"2775",image-2775.png,s,p,52,64,20,39,29,0,0,16
"2776",image-2776.png,s,p,51,-44,104,7,35,0,0,16
"2777",image-2777.png,s,p,53,-56,104,49,57,0,0,16
"2778",image-2778.png,s,p,32,74,-9,49,12,0,0,16
"2779",image-2779.png,s,p,57,-1,13,26,21,0,0,16
"2780",image-2780.png,s,p,69,70,-82,17,15,0,0,16
"2781",image-2781.png,s,p,44,74,86,26,37,0,0,16
"2782",image-2782.png,s,p,45,-118,-99,14,48,0,0,16
"2783",image-2783.png,s,p,33,88,114,34,56,0,0,16
"2784",image-2784.png,s,p,44,-66,-42,14,46,0,0,16
"2785",image-2785.png,s,p,49,51,-91,20,18,0,0,16
"2786",image-2786.png,s,p,48,-116,10,35,60,0,0,16
"2787",image-2787.png,s,p,63,-81,-49,45,55,0,0,16
"2788",image-2788.png,s,p,45,82,10,7,63,0,0,16
"2789",image-2789.png,s,p,56,94,-49,32,32,0,0,16
"2790",image-2790.png,s,p,44,-105,113,25,64,0,0,16
"2791",image-2791.png,s,p,53,-67,-100,46,11,0,0,16
"2792",image-2792.png,s,p,37,-8,95,27,65,0,0,16
"2793",image-2793.png,s,p,65,-78,-99,35,52,0,0,16
"2794",image-2794.png,s,p,33,118,-34,33,6,0,0,16
"2795",image-2795.png,s,p,36,-115,-105,49,68,0,0,16
"2796",image-2796.png,s,p,54,-59,-21,41,39,0,0,16
"2797",image-2797.png,s,p,65,-54,118,27,29,0,0,16
"2798",image-2798.png,s,p,38,-11,98,38,32,0,0,16
"2799",image-2799.png,s,p,45,102,-66,15,9,0,0,16
"2800",image-2800.png,s,p,67,85,-100,39,65,0,0,16
"2801",image-2801.png,s,p,43,119,-62,37,32,0,0,16
"2802",image-2802.png,s,p,36,119,-33,38,63,0,0,16
"2803",image-2803.png,s,p,59,17,28,12,16,0,0,16
"2804",image-2804.png,s,p,65,112,-7,5,10,0,0,16
"2805",image-2805.png,s,p,50,-10,10,22,44,0,0,16
"2806",image-2806.png,s,p,62,18,20,29,65,0,0,16
"2807",image-2807.png,s,p,35,-101,1,17,1,0,0,16
"2808",image-2808.png,s,p,40,-81,-65,15,11,0,0,16
"2809",image-2809.png,s,p,70,-74,37,35,51,0,0,16
"2810",image-2810.png,s,p,66,105,-125,38,35,0,0,16
"2811",image-2811.png,s,p,34,-52,-48,14,61,0,0,16
"2812",image-2812.png,s,p,63,15,93,44,35,0,0,16
"2813",image-2813.png,s,p,62,-6,36,29,1,0,0,16
"2814",image-2814.png,s,p,40,59,-91,18,16,0,0,16
"2815",image-2815.png,s,p,39,-74,122,38,5,0,0,16
"2816",image-2816.png,s,p,51,23,89,41,16,0,0,16
"2817",image-2817.png,s,p,36,-96,56,25,62,0,0,16
"2818",image-2818.png,s,p,32,-11,25,42,12,0,0,16
"2819",image-2819.png,s,p,33,61,-93,14,25,0,0,16
"2820",image-2820.png,s,p,70,4,85,19,2,0,0,16
"2821",image-2821.png,s,p,63,-27,57,8,43,0,0,16
"2822",image-2822.png,s,p,32,-12,14,16,54,0,0,16
"2823",image-2823.png,s,p,31,-6,13,34,63,0,0,16
"2824",image-2824.png,s,p,33,118,12,1,54,0,0,16
"2825",image-2825.png,s,p,56,-117,9,28,5,0,0,16
"2826",image-2826.png,s,p,53,-51,74,38,25,0,0,16
"2827",image-2827.png,s,p,62,-64,-74,32,58,0,0,16
"2828",image-2828.png,s,p,64,-64,-6,35,35,0,0,16
"2829",image-2829.png,s,p,68,55,-15,37,44,0,0,16
"2830",image-2830.png,s,p,59,-118,-67,17,49,0,0,16
"2831",image-2831.png,s,p,68,104,-40,46,51,0,0,16
"2832",image-2832.png,s,p,30,113,-1,20,3,0,0,16
"2833",image-2833.png,s,p,68,111,111,35,13,0,0,16
"2834",image-2834.png,s,p,69,64,87,43,55,0,0,16
"2835",image-2835.png,s,p,42,-67,109,9,51,0,0,16
"2836",image-2836.png,s,p,65,52,119,48,53,0,0,16
"2837",image-2837.png,s,p,53,-33,86,34,54,0,0,16
"2838",image-2838.png,s,p,40,75,-10,44,64,0,0,16
"2839",image-2839.png,s,p,61,59,-23,21,24,0,0,16
"2840",image-2840.png,s,p,41,55,86,41,11,0,0,16
"2841",image-2841.png,s,p,32,-53,-91,46,6,0,0,16
"2842",image-2842.png,s,p,36,-63,4,18,34,0,0,16
"2843",image-2843.png,s,p,33,-69,-28,44,52,0,0,16
"2844",image-2844.png,s,p,32,-104,-123,50,44,0,0,16
"2845",image-2845.png,s,p,54,-117,117,45,38,0,0,16
"2846",image-2846.png,s,p,63,121,77,21,22,0,0,16
"2847",image-2847.png,s,p,69,-31,107,43,43,0,0,16
"2848",image-2848.png,s,p,53,-93,95,2,53,0,0,16
"2849",image-2849.png,s,p,48,97,-100,21,14,0,0,16
"2850",image-2850.png,s,p,32,-97,47,8,29,0,0,16
"2851",image-2851.png,s,p,52,9,62,50,16,0,0,16
"2852",image-2852.png,s,p,51,-9,45,20,66,0,0,16
"2853",image-2853.png,s,p,34,-46,-5,24,37,0,0,16
"2854",image-2854.png,s,p,53,68,11,34,44,0,0,16
"2855",image-2855.png,s,p,43,-91,-42,46,46,0,0,16
"2856",image-2856.png,s,p,53,-72,-31,35,34,0,0,16
"2857",image-2857.png,s,p,40,-32,4,21,22,0,0,16
"2858",image-2858.png,s,p,33,65,56,41,33,0,0,16
"2859",image-2859.png,s,p,46,46,-100,4,69,0,0,16
"2860",image-2860.png,s,p,56,85,-55,47,25,0,0,16
"2861",image-2861.png,s,p,62,8,-108,12,55,0,0,16
"2862",image-2862.png,s,p,61,118,-113,43,62,0,0,16
"2863",image-2863.png,s,p,62,-21,-110,5,19,0,0,16
"2864",image-2864.png,s,p,58,36,98,41,30,0,0,16
"2865",image-2865.png,s,p,30,37,-46,6,27,0,0,16
"2866",image-2866.png,s,p,55,-46,10,41,61,0,0,16
"2867",image-2867.png,s,p,55,-92,-21,7,8,0,0,16
"2868",image-2868.png,s,p,59,-59,76,22,58,0,0,16
"2869",image-2869.png,s,p,68,108,-37,44,21,0,0,16
"2870",image-2870.png,s,p,36,36,70,41,56,0,0,16
"2871",image-2871.png,s,p,59,-81,80,50,16,0,0,16
"2872",image-2872.png,s,p,31,106,5,29,17,0,0,16
"2873",image-2873.png,s,p,58,-112,34,37,26,0,0,16
"2874",image-2874.png,s,p,64,105,114,9,63,0,0,16
"2875",image-2875.png,s,p,31,40,-104,6,27,0,0,16
"2876",image-2876.png,s,p,66,112,-82,7,10,0,0,16
"2877",image-2877.png,s,p,58,-59,108,2,51,0,0,16
"2878",image-2878.png,s,p,54,53,-109,45,47,0,0,16
"2879",image-2879.png,s,p,67,108,68,39,21,0,0,16
"2880",image-2880.png,s,p,70,-38,-124,31,60,0,0,16
"2881",image-2881.png,s,p,67,-12,76,11,16,0,0,16
"2882",image-2882.png,s,p,30,-103,100,27,41,0,0,16
"2883",image-2883.png,s,p,59,29,18,47,47,0,0,16
"2884",image-2884.png,s,p,36,6,-13,49,63,0,0,16
"2885",image-2885.png,s,p,50,54,-7,9,17,0,0,16
"2886",image-2886.png,s,p,57,90,-110,41,25,0,0,16
"2887",image-2887.png,s,p,54,-84,-109,12,11,0,0,16
"2888",image-2888.png,s,p,64,101,121,30,65,0,0,16
"2889",image-2889.png,s,p,36,102,-85,12,54,0,0,16
"2890",image-2890.png,s,p,42,113,79,43,33,0,0,16
"2891",image-2891.png,s,p,63,125,81,22,42,0,0,16
"2892",image-2892.png,s,p,47,32,114,9,66,0,0,16
"2893",image-2893.png,s,p,45,-13,-53,49,63,0,0,16
"2894",image-2894.png,s,p,47,-70,-94,1,69,0,0,16
"2895",image-2895.png,s,p,31,-25,-41,27,63,0,0,16
"2896",image-2896.png,s,p,42,50,-13,39,17,0,0,16
"2897",image-2897.png,s,p,44,62,87,38,67,0,0,16
"2898",image-2898.png,s,p,49,109,27,11,52,0,0,16
"2899",image-2899.png,s,p,50,51,-83,31,55,0,0,16
"2900",image-2900.png,s,p,48,102,-48,18,53,0,0,16
"2901",image-2901.png,s,p,44,89,-105,13,55,0,0,16
"2902",image-2902.png,s,p,47,-124,-31,39,65,0,0,16
"2903",image-2903.png,s,p,61,-111,64,2,1,0,0,16
"2904",image-2904.png,s,p,41,-45,7,18,68,0,0,16
"2905",image-2905.png,s,p,55,-36,39,33,56,0,0,16
"2906",image-2906.png,s,p,41,-31,-51,34,66,0,0,16
"2907",image-2907.png,s,p,64,113,107,27,44,0,0,16
"2908",image-2908.png,s,p,38,4,35,8,33,0,0,16
"2909",image-2909.png,s,p,45,19,-94,31,66,0,0,16
"2910",image-2910.png,s,p,60,116,-37,19,2,0,0,16
"2911",image-2911.png,s,p,55,-9,-76,27,60,0,0,16
"2912",image-2912.png,s,p,37,125,-121,40,51,0,0,16
"2913",image-2913.png,s,p,51,73,-103,48,29,0,0,16
"2914",image-2914.png,s,p,62,-82,109,8,20,0,0,16
"2915",image-2915.png,s,p,31,21,39,15,53,0,0,16
"2916",image-2916.png,s,p,67,-102,-81,28,42,0,0,16
"2917",image-2917.png,s,p,70,61,-69,15,7,0,0,16
"2918",image-2918.png,s,p,45,-104,-83,45,61,0,0,16
"2919",image-2919.png,s,p,47,94,-110,19,32,0,0,16
"2920",image-2920.png,s,p,54,120,53,38,33,0,0,16
"2921",image-2921.png,s,p,68,97,3,37,2,0,0,16
"2922",image-2922.png,s,p,32,-31,122,4,10,0,0,16
"2923",image-2923.png,s,p,60,77,34,43,40,0,0,16
"2924",image-2924.png,s,p,41,-48,57,18,15,0,0,16
"2925",image-2925.png,s,p,39,-19,2,30,59,0,0,16
"2926",image-2926.png,s,p,33,19,-30,15,58,0,0,16
"2927",image-2927.png,s,p,32,105,20,5,60,0,0,16
"2928",image-2928.png,s,p,60,96,-18,41,60,0,0,16
"2929",image-2929.png,s,p,53,19,-11,5,60,0,0,16
"2930",image-2930.png,s,p,48,-114,-89,25,56,0,0,16
"2931",image-2931.png,s,p,45,-63,84,37,63,0,0,16
"2932",image-2932.png,s,p,62,61,84,33,26,0,0,16
"2933",image-2933.png,s,p,56,122,96,50,1,0,0,16
"2934",image-2934.png,s,p,34,-124,81,24,62,0,0,16
"2935",image-2935.png,s,p,68,-6,-84,21,69,0,0,16
"2936",image-2936.png,s,p,60,-119,93,48,53,0,0,16
"2937",image-2937.png,s,p,32,-84,-113,42,17,0,0,16
"2938",image-2938.png,s,p,58,82,-102,47,37,0,0,16
"2939",image-2939.png,s,p,43,83,89,38,40,0,0,16
"2940",image-2940.png,s,p,45,-88,-103,8,11,0,0,16
"2941",image-2941.png,s,p,40,55,-122,12,41,0,0,16
"2942",image-2942.png,s,p,39,17,100,39,28,0,0,16
"2943",image-2943.png,s,p,44,-117,-103,21,58,0,0,16
"2944",image-2944.png,s,p,54,-53,-122,8,54,0,0,16
"2945",image-2945.png,s,p,45,-61,49,7,31,0,0,16
"2946",image-2946.png,s,p,59,58,35,16,28,0,0,16
"2947",image-2947.png,s,p,65,47,-8,13,7,0,0,16
"2948",image-2948.png,s,p,51,113,-19,8,45,0,0,16
"2949",image-2949.png,s,p,52,-37,40,22,51,0,0,16
"2950",image-2950.png,s,p,50,-46,-17,34,65,0,0,16
"2951",image-2951.png,s,p,46,-115,95,6,10,0,0,16
"2952",image-2952.png,s,p,69,22,-109,29,30,0,0,16
"2953",image-2953.png,s,p,32,60,23,20,58,0,0,16
"2954",image-2954.png,s,p,66,10,104,28,23,0,0,16
"2955",image-2955.png,s,p,30,-75,120,20,52,0,0,16
"2956",image-2956.png,s,p,68,-7,104,34,6,0,0,16
"2957",image-2957.png,s,p,61,-115,-88,36,17,0,0,16
"2958",image-2958.png,s,p,40,98,-20,43,38,0,0,16
"2959",image-2959.png,s,p,58,72,28,7,39,0,0,16
"2960",image-2960.png,s,p,59,115,-71,48,27,0,0,16
"2961",image-2961.png,s,p,42,-95,-123,34,27,0,0,16
"2962",image-2962.png,s,p,70,-36,14,7,24,0,0,16
"2963",image-2963.png,s,p,69,-8,60,38,48,0,0,16
"2964",image-2964.png,s,p,48,-74,-112,46,40,0,0,16
"2965",image-2965.png,s,p,63,13,-101,45,8,0,0,16
"2966",image-2966.png,s,p,67,80,-7,18,26,0,0,16
"2967",image-2967.png,s,p,55,-23,76,32,13,0,0,16
"2968",image-2968.png,s,p,60,-19,105,27,27,0,0,16
"2969",image-2969.png,s,p,59,24,98,8,23,0,0,16
"2970",image-2970.png,s,p,50,-87,-11,30,8,0,0,16
"2971",image-2971.png,s,p,66,108,-58,7,52,0,0,16
"2972",image-2972.png,s,p,37,-37,-122,50,28,0,0,16
"2973",image-2973.png,s,p,49,57,-38,29,59,0,0,16
"2974",image-2974.png,s,p,48,-36,-74,43,50,0,0,16
"2975",image-2975.png,s,p,56,-122,70,8,2,0,0,16
"2976",image-2976.png,s,p,48,109,-106,37,22,0,0,16
"2977",image-2977.png,s,p,50,62,-43,35,29,0,0,16
"2978",image-2978.png,s,p,69,94,49,17,7,0,0,16
"2979",image-2979.png,s,p,44,99,-94,25,28,0,0,16
"2980",image-2980.png,s,p,48,-79,39,17,39,0,0,16
"2981",image-2981.png,s,p,69,-23,-18,20,67,0,0,16
"2982",image-2982.png,s,p,69,-32,-27,27,28,0,0,16
"2983",image-2983.png,s,p,70,-113,-33,26,47,0,0,16
"2984",image-2984.png,s,p,35,98,-125,28,2,0,0,16
"2985",image-2985.png,s,p,44,-114,-9,35,10,0,0,16
"2986",image-2986.png,s,p,40,43,31,14,18,0,0,16
"2987",image-2987.png,s,p,53,-124,20,43,30,0,0,16
"2988",image-2988.png,s,p,39,49,60,9,67,0,0,16
"2989",image-2989.png,s,p,42,-94,-17,41,70,0,0,16
"2990",image-2990.png,s,p,33,-10,109,36,15,0,0,16
"2991",image-2991.png,s,p,46,72,105,40,40,0,0,16
"2992",image-2992.png,s,p,47,65,74,11,5,0,0,16
"2993",image-2993.png,s,p,67,19,79,25,27,0,0,16
"2994",image-2994.png,s,p,38,-111,-27,6,40,0,0,16
"2995",image-2995.png,s,p,44,46,72,45,19,0,0,16
"2996",image-2996.png,s,p,54,-31,-6,49,53,0,0,16
"2997",image-2997.png,s,p,69,75,-99,28,44,0,0,16
"2998",image-2998.png,s,p,68,68,73,50,66,0,0,16
"2999",image-2999.png,s,p,36,-70,110,16,27,0,0,16
"3000",image-3000.png,s,p,63,66,-26,2,38,0,0,16
"3001",image-3001.png,s,p,52,65,62,13,57,0,0,16
"3002",image-3002.png,s,p,33,33,115,9,3,0,0,16
"3003",image-3003.png,s,p,43,19,-80,4,18,0,0,16
"3004",image-3004.png,s,p,40,-79,-116,25,15,0,0,16
"3005",image-3005.png,s,p,57,59,-30,36,15,0,0,16
"3006",image-3006.png,s,p,41,49,-120,13,56,0,0,16
"3007",image-3007.png,s,p,45,-57,75,39,19,0,0,16
"3008",image-3008.png,s,p,69,-68,-3,8,69,0,0,16
"3009",image-3009.png,s,p,46,83,18,40,7,0,0,16
"3010",image-3010.png,s,p,44,107,17,20,18,0,0,16
"3011",image-3011.png,s,p,31,-121,-93,36,27,0,0,16
"3012",image-3012.png,s,p,61,-79,66,36,37,0,0,16
"3013",image-3013.png,s,p,59,-32,-33,21,30,0,0,16
"3014",image-3014.png,s,p,66,6,110,15,5,0,0,16
"3015",image-3015.png,s,p,51,-88,-52,15,39,0,0,16
"3016",image-3016.png,s,p,67,-16,-115,36,55,0,0,16
"3017",image-3017.png,s,p,48,-100,69,4,24,0,0,16
"3018",image-3018.png,s,p,59,-119,38,11,4,0,0,16
"3019",image-3019.png,s,p,34,-13,-10,45,55,0,0,16
"3020",image-3020.png,s,p,38,48,21,28,9,0,0,16
"3021",image-3021.png,s,p,69,-37,-25,15,39,0,0,16
"3022",image-3022.png,s,p,65,-90,-122,32,34,0,0,16
"3023",image-3023.png,s,p,66,103,64,39,1,0,0,16
"3024",image-3024.png,s,p,57,36,61,8,6,0,0,16
"3025",image-3025.png,s,p,59,-88,-4,45,35,0,0,16
"3026",image-3026.png,s,p,41,116,120,33,10,0,0,16
"3027",image-3027.png,s,p,70,-75,112,27,15,0,0,16
"3028",image-3028.png,s,p,46,34,1,39,52,0,0,16
"3029",image-3029.png,s,p,42,93,-122,41,4,0,0,16
"3030",image-3030.png,s,p,38,-41,-43,7,23,0,0,16
"3031",image-3031.png,s,p,33,61,71,11,58,0,0,16
"3032",image-3032.png,s,p,43,25,-50,1,56,0,0,16
"3033",image-3033.png,s,p,63,113,25,30,20,0,0,16
"3034",image-3034.png,s,p,45,75,37,50,30,0,0,16
"3035",image-3035.png,s,p,60,50,-83,36,55,0,0,16
"3036",image-3036.png,s,p,36,-80,55,3,55,0,0,16
"3037",image-3037.png,s,p,59,-116,-7,19,61,0,0,16
"3038",image-3038.png,s,p,34,19,-81,11,60,0,0,16
"3039",image-3039.png,s,p,35,-71,-79,28,65,0,0,16
"3040",image-3040.png,s,p,50,-72,3,19,66,0,0,16
"3041",image-3041.png,s,p,70,122,-31,37,35,0,0,16
"3042",image-3042.png,s,p,52,-61,-26,18,62,0,0,16
"3043",image-3043.png,s,p,53,-90,-15,11,14,0,0,16
"3044",image-3044.png,s,p,66,-6,21,7,69,0,0,16
"3045",image-3045.png,s,p,68,-72,2,23,24,0,0,16
"3046",image-3046.png,s,p,68,-105,-80,41,39,0,0,16
"3047",image-3047.png,s,p,51,-38,114,46,11,0,0,16
"3048",image-3048.png,s,p,40,-64,-53,15,8,0,0,16
"3049",image-3049.png,s,p,41,0,13,39,37,0,0,16
"3050",image-3050.png,s,p,63,-15,9,35,54,0,0,16
"3051",image-3051.png,s,p,67,-95,81,19,14,0,0,16
"3052",image-3052.png,s,p,52,24,104,15,29,0,0,16
"3053",image-3053.png,s,p,51,-105,112,28,35,0,0,16
"3054",image-3054.png,s,p,47,89,-122,19,54,0,0,16
"3055",image-3055.png,s,p,46,-8,-54,7,17,0,0,16
"3056",image-3056.png,s,p,32,84,47,20,63,0,0,16
"3057",image-3057.png,s,p,46,106,-96,21,55,0,0,16
"3058",image-3058.png,s,p,53,62,34,6,43,0,0,16
"3059",image-3059.png,s,p,39,-99,76,45,54,0,0,16
"3060",image-3060.png,s,p,69,18,-60,36,43,0,0,16
"3061",image-3061.png,s,p,47,-104,-111,3,6,0,0,16
"3062",image-3062.png,s,p,58,-82,-25,31,21,0,0,16
"3063",image-3063.png,s,p,36,98,-90,29,43,0,0,16
"3064",image-3064.png,s,p,43,-37,-21,25,57,0,0,16
"3065",image-3065.png,s,p,58,-53,-119,48,40,0,0,16
"3066",image-3066.png,s,p,52,-64,50,46,38,0,0,16
"3067",image-3067.png,s,p,55,-98,108,17,51,0,0,16
"3068",image-3068.png,s,p,32,-44,81,37,55,0,0,16
"3069",image-3069.png,s,p,46,-118,-93,38,8,0,0,16
"3070",image-3070.png,s,p,35,-85,-30,28,47,0,0,16
"3071",image-3071.png,s,p,60,63,92,48,21,0,0,16
"3072",image-3072.png,s,p,43,-65,36,14,53,0,0,16
"3073",image-3073.png,s,p,30,10,64,48,20,0,0,16
"3074",image-3074.png,s,p,53,-21,-85,46,43,0,0,16
"3075",image-3075.png,s,p,53,-106,57,41,30,0,0,16
"3076",image-3076.png,s,p,38,-110,-50,13,57,0,0,16
"3077",image-3077.png,s,p,34,3,120,17,2,0,0,16
"3078",image-3078.png,s,p,35,-21,-77,6,47,0,0,16
"3079",image-3079.png,s,p,48,-69,8,30,52,0,0,16
"3080",image-3080.png,s,p,42,68,111,49,62,0,0,16
"3081",image-3081.png,s,p,49,100,110,17,32,0,0,16
"3082",image-3082.png,s,p,53,80,-13,37,36,0,0,16
"3083",image-3083.png,s,p,36,118,17,32,45,0,0,16
"3084",image-3084.png,s,p,40,106,40,9,64,0,0,16
"3085",image-3085.png,s,p,35,-45,-86,48,46,0,0,16
"3086",image-3086.png,s,p,39,55,6,13,59,0,0,16
"3087",image-3087.png,s,p,30,-44,115,27,39,0,0,16
"3088",image-3088.png,s,p,51,-122,-4,2,58,0,0,16
"3089",image-3089.png,s,p,35,-27,-31,48,56,0,0,16
"3090",image-3090.png,s,p,52,62,66,7,15,0,0,16
"3091",image-3091.png,s,p,30,48,95,49,13,0,0,16
"3092",image-3092.png,s,p,46,-102,54,1,30,0,0,16
"3093",image-3093.png,s,p,39,-124,-66,22,2,0,0,16
"3094",image-3094.png,s,p,43,-33,64,8,19,0,0,16
"3095",image-3095.png,s,p,38,-88,61,25,69,0,0,16
"3096",image-3096.png,s,p,31,-56,43,31,41,0,0,16
"3097",image-3097.png,s,p,59,107,32,5,5,0,0,16
"3098",image-3098.png,s,p,70,-25,65,11,66,0,0,16
"3099",image-3099.png,s,p,59,-120,15,17,62,0,0,16
"3100",image-3100.png,s,p,47,15,91,13,41,0,0,16
"3101",image-3101.png,s,p,38,25,-101,49,59,0,0,16
"3102",image-3102.png,s,p,41,-110,62,10,14,0,0,16
"3103",image-3103.png,s,p,47,-22,105,39,45,0,0,16
"3104",image-3104.png,s,p,60,10,-45,9,61,0,0,16
"3105",image-3105.png,s,p,39,35,60,21,47,0,0,16
"3106",image-3106.png,s,p,46,-77,19,29,48,0,0,16
"3107",image-3107.png,s,p,36,75,89,7,43,0,0,16
